回數,名次,角色,點數,第一推,評論,支援作品,上回排名,前前回排名
19,62,クラウンピース,1509,116,279,3,48,52
19,63,ミスティア・ローレライ,1501,204,292,8,69,71
19,64,天弓 千亦,1456,127,316,5,52,44
19,65,赤蛮奇,1454,192,289,5,71,64
19,66,飯綱丸 龍,1444,132,337,5,61,57
19,67,因幡 てゐ,1414,119,254,2,67,64
19,68,日白残無,1403,67,278,6,,
19,69,今泉 影狼,1365,131,258,9,70,66
19,70,魅魔,1355,128,351,3,75,82
19,71,三頭慧ノ子,1348,47,379,7,,
19,72,本居 小鈴,1330,114,225,8,76,69
19,73,永江 衣玖,1324,139,257,5,62,76
19,74,天火人ちやり,1310,70,390,4,,
19,75,二ッ岩 マミゾウ,1302,109,242,3,78,81
19,76,八坂 神奈子,1287,118,263,3,79,78
19,76,依神女苑,1287,119,267,6,68,80
19,78,孫美天,1269,55,321,2,,
19,79,庭渡 久侘歌,1255,129,265,3,63,68
19,80,宇佐見 菫子,1213,127,220,5,65,56
19,81,驪駒 早鬼,1198,66,273,3,93,88
19,82,星熊 勇儀,1194,138,247,0,72,69
19,83,森近 霖之助,1173,101,276,3,74,79
19,84,姫海棠 はたて,1145,96,195,4,80,74
19,85,蘇我 屠自古,1140,120,234,1,73,74
19,86,稗田 阿求,1112,109,216,5,87,83
19,87,リグル・ナイトバグ,1108,199,256,10,81,85
19,88,小野塚 小町,1105,91,195,4,77,72
19,89,ルナサ・プリズムリバー,1060,132,206,5,84,84
19,90,リリーホワイト,981,119,222,2,96,91
19,91,少名 針妙丸,975,105,185,6,82,73
19,92,奥野田 美宵,966,48,214,2,99,92
19,93,高麗野あうん,962,64,198,3,95,96
19,94,神綺,903,50,174,3,90,98
19,95,秋 静葉,873,83,187,6,89,93
19,96,メディスン・メランコリー,866,86,149,3,85,95
19,97,宮古 芳香,853,91,179,2,86,87
19,97,綿月 依姫,853,70,187,1,91,90
19,99,堀川 雷鼓,840,90,172,2,88,86
19,100,秋 穣子,811,57,171,5,92,94
19,101,姫虫 百々世,805,64,177,5,83,62
19,102,清蘭,767,55,177,5,116,108
19,102,岡崎 夢美,767,77,150,1,100,101
19,104,寅丸 星,746,81,172,4,98,99
19,105,わかさぎ姫,692,74,153,2,97,97
19,106,レティ・ホワイトロック,689,83,154,4,101,103
19,107,杖刀偶 磨弓,639,60,132,2,94,77
19,108,スターサファイア,624,71,141,25,111,114
19,109,駒草 山如,615,216,245,1,143,138
19,110,幽谷 響子,606,64,114,1,105,102
19,111,ルナチャイルド,604,45,103,2,110,110
19,112,黒谷 ヤマメ,576,61,114,4,102,104
19,113,メルラン・プリズムリバー,559,41,129,6,109,111
19,114,丁礼田舞,530,52,100,5,103,100
19,115,綿月 豊姫,522,52,99,2,108,107
19,116,豪徳寺 ミケ,505,22,106,1,106,89
19,117,アリスの人形（上海、蓬莱、大江戸 他）,476,16,123,0,115,116
19,118,幻月,472,35,105,6,113,113
19,118,易者,472,40,133,2,104,109
19,120,リリカ・プリズムリバー,471,34,95,4,119,117
19,121,サニーミルク,465,34,79,5,121,120
19,122,名無しの本読み妖怪,448,49,101,3,118,118
19,123,九十九 弁々,439,39,87,4,117,115
19,124,雲居 一輪,438,58,77,1,114,112
19,125,爾子田里乃,398,14,69,3,107,105
19,126,蓬莱人形ジャケットイラストの娘,396,47,89,3,125,128
19,127,レイセン,389,31,81,0,125,123
19,128,エタニティラルバ,383,25,88,1,112,121
19,129,鈴瑚,361,21,87,2,120,122
19,130,カナ・アナベラル,322,27,82,4,127,126
19,131,矢田寺成美,303,17,65,2,124,125
19,132,サリエル,299,26,60,3,129,133
19,133,夢子,288,9,59,2,132,129
19,134,夢月,267,16,67,0,128,127
19,135,九十九 八橋,254,24,58,3,130,124
19,136,宮出口瑞霊,249,16,77,4,138,
19,137,キスメ,239,29,48,0,131,137
19,137,抗鬱薬おじさん,239,10,64,0,133,130
19,139,山城 たかね,237,22,43,1,122,119
19,140,くるみ,230,23,55,1,135,131
19,140,玉造 魅須丸,230,12,58,0,123,106
19,142,北白河 ちゆり,216,17,57,2,139,135
19,143,戎 瓔花,215,17,50,0,134,143
19,143,魂魄 妖忌,215,7,49,0,136,132
19,145,エリス,191,20,40,2,148,144
19,146,エレン,179,16,39,6,150,141
19,147,牛崎 潤美,176,14,35,3,140,136
19,148,坂田ネムノ,174,11,46,0,142,134
19,149,小兎姫,172,23,36,1,141,153
19,150,コンガラ,167,17,46,1,144,142
19,151,影華扇（断善修悪の怪腕 - 茨木童子の腕）,166,0,38,4,152,149
19,152,毛玉,164,8,40,0,145,139
19,153,カワウソ霊,163,4,49,1,148,148
19,154,エリー,158,15,36,0,151,146
19,155,明羅,154,28,36,1,159,157
19,156,雲山,149,6,42,0,146,139
19,157,マイ,147,12,36,3,147,145
19,158,大ナマズ,125,18,33,0,154,150
19,158,蓬莱人形レーベルイラストの娘,125,1,36,3,157,154
19,160,レイラ・プリズムリバー,121,11,34,1,158,158
19,161,るーこと,119,8,29,0,155,151
19,162,ユキ,117,9,34,2,153,146
19,163,里香,109,14,25,5,156,155
19,164,朝倉 理香子,95,6,25,0,160,161
19,165,UFO（赤・青・緑、その他）,92,3,34,0,162,152
19,166,妖精（メイド妖精・ひまわり妖精 他）,86,4,30,2,175,159
19,167,玄爺,81,6,20,0,168,160
19,168,ルイズ,77,8,15,1,137,165
19,168,核熱造神ヒソウテンソク,77,7,21,0,161,162
19,170,ユウゲンマガン,75,4,23,0,165,162
19,170,サラ,75,6,21,1,181,174
19,172,ミミちゃん,71,3,20,0,171,169
19,173,旧作名無し中ボス,70,3,21,1,163,156
19,174,シンギョク,69,9,26,1,166,166
19,175,カラス（地獄鴉、紫・文の使い魔 他）,61,4,11,0,169,173
19,176,チュパカブラ,58,2,16,0,179,171
19,177,ツチノコ,57,1,10,0,166,168
19,178,オレンジ,55,3,15,0,173,166
19,179,嫦娥,53,4,15,0,172,164
19,180,なめえもん,51,2,19,0,163,170
19,181,鯢呑亭の常連,50,2,24,0,,
19,182,華扇の動物（久米、竿打、雷獣、彭祖、人面犬 他）,49,0,9,0,178,176
19,183,オオカミ霊,48,1,15,0,177,176
19,183,キクリ,48,5,13,1,176,175
19,185,オオワシ霊,44,3,14,0,183,172
19,185,河童（山童含む）,44,1,6,0,180,179
19,187,兎（玉兎、永遠亭の妖怪兎 他）,41,1,12,0,181,179
19,188,狐（妖怪狐、狐の子他）,37,1,18,0,187,182
19,189,里の人間（文花帖、求聞史紀、鈴奈庵などで登場した人間）,36,3,15,0,183,179
19,190,ホフゴブリン,31,1,9,0,191,185
19,191,龍（子龍、邪龍 他）,28,0,13,0,185,178
19,191,ライカ,28,3,9,1,,
19,193,幽霊（怨霊、神霊、化け化け含む）,27,3,10,0,200,193
19,194,都市伝説の怪異（お菊さん、八尺さま 他）,25,0,10,0,174,184
19,195,万歳楽,23,2,9,0,190,189
19,196,木花咲耶姫,21,1,3,0,195,191
19,197,鯢呑亭の店主,20,1,8,0,,
19,198,命蓮,19,0,4,0,193,189
19,198,酒虫,19,0,8,0,189,182
19,198,小鈴の両親,19,1,5,0,205,198
19,201,岩笠,18,1,8,0,187,187
19,201,ケセランパサラン,18,0,4,0,186,186
19,201,ウワバミ,18,0,3,0,198,197
19,204,神降ろしの神霊（天照、伊豆能売 他）,17,2,2,0,194,192
19,205,塩屋敷の旦那,14,0,3,0,201,194
19,206,天狗（香霖堂の天狗、大天狗 他）,13,0,1,0,191,188
19,207,月の都の門番,12,0,5,0,202,194
19,207,仙台四郎（福の神）,12,0,3,0,197,198
19,207,座敷童,12,0,1,0,208,203
19,207,狸（化け狸、野鉄砲他）,12,0,4,0,198,202
19,211,運松,11,1,5,0,204,194
19,212,毘沙門天,10,0,3,0,195,198
19,212,ヤマネ,10,1,3,0,170,198
19,214,煙々羅,6,0,2,0,207,205
19,214,沓頬,6,0,0,0,202,206
19,216,水江浦島子,5,1,0,0,206,204
