回數,名次,角色,點數,第一推,評論,支援作品,上回排名,前前回排名
21,205,鯢呑亭の店主,22,1,3,0,205,197
21,207,木花咲耶姫,20,0,2,0,202,196
21,207,塩屋敷の旦那,20,2,8,0,216,205
21,209,毘沙門天,19,1,3,0,211,212
21,209,酒虫,19,0,6,0,206,198
21,209,月の都の門番,19,2,6,0,208,207
21,212,ライカ,18,1,5,0,199,191
21,213,水江浦島子,17,1,5,0,199,216
21,214,ウワバミ,16,1,7,0,211,201
21,215,沓頬,14,1,5,0,217,214
21,216,狸（化け狸、野鉄砲他）,13,0,2,0,214,207
21,217,座敷童,11,1,5,0,203,207
21,218,運松,10,0,4,0,210,211
21,218,ヤマネ,10,1,2,0,211,212
21,218,小鈴の両親,10,0,2,0,206,198
21,221,煙々羅,3,0,0,0,215,214
17,1,魂魄 妖夢,12951,3253,2288,31,1.0,3.0
17,2,霧雨 魔理沙,11816,2216,2131,26,4.0,2.0
17,3,博麗 霊夢,11404,2124,1933,36,2.0,1.0
17,4,古明地 こいし,10683,1970,1828,44,3.0,4.0
17,5,フランドール・スカーレット,10335,2049,1975,16,5.0,6.0
17,6,十六夜 咲夜,10015,1786,1710,21,7.0,7.0
17,7,レミリア・スカーレット,9482,1713,1635,19,6.0,5.0
17,8,藤原 妹紅,6589,1150,1075,7,9.0,11.0
17,9,古明地 さとり,6305,837,1001,10,8.0,8.0
17,10,西行寺 幽々子,5955,871,933,8,13.0,15.0
17,11,射命丸 文,5799,861,876,15,10.0,9.0
17,12,アリス・マーガトロイド,5608,904,853,12,11.0,10.0
17,13,東風谷 早苗,5261,801,778,9,12.0,13.0
17,14,鈴仙・優曇華院・イナバ,5249,667,804,11,14.0,16.0
17,15,比那名居 天子,4679,638,675,5,16.0,14.0
17,16,八雲 紫,4571,574,731,6,15.0,12.0
17,17,秦 こころ,4363,566,737,3,17.0,17.0
17,18,チルノ,4226,661,852,15,24.0,24.0
17,19,パチュリー・ノーレッジ,4128,560,593,5,18.0,20.0
17,20,多々良 小傘,3818,544,694,7,20.0,19.0
17,21,ルーミア,3726,530,798,13,23.0,25.0
17,22,洩矢 諏訪子,3609,561,602,4,21.0,29.0
17,23,四季映姫・ヤマザナドゥ,3535,472,565,6,19.0,23.0
17,24,風見 幽香,3339,457,480,12,28.0,27.0
17,25,紅 美鈴,3242,449,570,8,25.0,22.0
17,26,豊聡耳 神子,3181,524,547,11,29.0,40.0
17,27,犬走 椛,3149,471,579,9,22.0,21.0
17,28,純狐,3048,394,511,8,26.0,28.0
17,29,鬼人 正邪,2928,485,546,14,32.0,31.0
17,30,依神紫苑,2791,278,461,6,30.0,18.0
17,31,伊吹 萃香,2684,285,410,4,31.0,43.0
17,32,物部 布都,2583,364,470,3,39.0,41.0
17,33,稀神 サグメ,2543,298,432,0,40.0,30.0
17,34,ヘカーティア・ラピスラズリ,2467,250,478,5,42.0,34.0
17,35,蓬莱山 輝夜,2421,264,381,2,41.0,35.0
17,36,河城 にとり,2371,331,387,5,33.0,37.0
17,37,八雲 藍,2314,284,356,7,37.0,39.0
17,38,宇佐見 蓮子,2290,257,348,7,27.0,26.0
17,39,霊烏路 空,2276,352,372,7,38.0,32.0
17,40,茨木 華扇,2190,228,348,5,35.0,49.0
17,41,水橋 パルスィ,2184,339,403,7,34.0,33.0
17,42,摩多羅隠岐奈,1968,227,356,1,43.0,48.0
17,43,封獣 ぬえ,1967,196,330,5,45.0,42.0
17,44,天弓 千亦,1834,129,389,6,,
17,45,鍵山 雛,1825,256,310,9,50.0,51.0
17,46,埴安神 袿姫,1809,193,330,10,36.0,
17,47,聖 白蓮,1805,167,282,4,44.0,45.0
17,48,八意 永琳,1724,147,314,5,58.0,58.0
17,49,火焔猫 燐,1700,186,295,10,47.0,50.0
17,50,ドレミー・スイート,1649,176,279,1,51.0,38.0
17,51,村紗 水蜜,1613,201,290,5,70.0,69.0
17,52,クラウンピース,1609,119,265,1,48.0,44.0
17,53,上白沢 慧音,1555,140,247,2,57.0,54.0
17,54,マエリベリー・ハーン,1423,103,233,9,49.0,46.0
17,55,菅牧 典,1409,58,294,1,,
17,56,宇佐見 菫子,1385,127,218,4,62.0,52.0
17,57,飯綱丸 龍,1370,60,288,7,,
17,58,吉弔 八千慧,1364,112,241,9,46.0,
17,59,霍 青娥,1326,129,232,7,59.0,61.0
17,60,大妖精,1273,115,220,12,54.0,56.0
17,61,橙,1264,142,234,9,61.0,63.0
17,62,姫虫 百々世,1246,79,272,4,,
17,63,ナズーリン,1207,165,187,3,53.0,53.0
17,64,因幡 てゐ,1176,103,196,4,74.0,70.0
17,64,赤蛮奇,1176,122,207,5,69.0,64.0
17,66,今泉 影狼,1175,114,204,7,52.0,47.0
17,67,小悪魔,1141,82,164,5,71.0,65.0
17,68,庭渡 久侘歌,1131,90,215,3,56.0,
17,69,星熊 勇儀,1125,101,215,0,77.0,77.0
17,69,本居 小鈴,1125,98,181,5,60.0,59.0
17,71,ミスティア・ローレライ,1109,169,181,11,64.0,57.0
17,72,小野塚 小町,1090,101,170,4,65.0,67.0
17,73,少名 針妙丸,1089,112,181,6,67.0,66.0
17,74,姫海棠 はたて,1072,84,186,7,73.0,62.0
17,74,蘇我 屠自古,1072,112,187,4,66.0,68.0
17,76,永江 衣玖,1070,94,191,3,63.0,55.0
17,77,杖刀偶 磨弓,1030,78,191,7,68.0,
17,78,八坂 神奈子,1015,97,161,2,78.0,76.0
17,79,森近 霖之助,1003,97,223,3,75.0,79.0
17,80,依神女苑,972,80,154,6,55.0,36.0
17,81,二ッ岩 マミゾウ,964,82,187,1,79.0,75.0
17,82,魅魔,958,84,205,3,81.0,87.0
17,83,稗田 阿求,917,87,142,5,72.0,72.0
17,84,ルナサ・プリズムリバー,903,90,170,1,84.0,80.0
17,85,リグル・ナイトバグ,897,172,182,5,94.0,85.0
17,86,堀川 雷鼓,830,80,142,4,80.0,71.0
17,87,宮古 芳香,773,87,146,4,89.0,90.0
17,88,驪駒 早鬼,770,41,143,3,76.0,
17,89,豪徳寺 ミケ,764,30,142,2,,
17,90,綿月 依姫,755,58,150,2,98.0,91.0
17,91,リリーホワイト,750,92,159,4,82.0,92.0
17,92,奥野田 美宵,726,41,137,2,93.0,
17,93,秋 静葉,722,67,127,4,96.0,81.0
17,94,秋 穣子,708,61,135,3,97.0,84.0
17,95,メディスン・メランコリー,696,75,145,0,86.0,94.0
17,96,高麗野あうん,667,38,133,1,83.0,60.0
17,97,わかさぎ姫,662,56,139,1,89.0,86.0
17,98,神綺,661,42,113,0,88.0,82.0
17,99,寅丸 星,651,72,122,5,85.0,78.0
17,100,丁礼田舞,646,47,132,0,108.0,89.0
17,101,岡崎 夢美,621,65,116,6,91.0,83.0
17,102,幽谷 響子,617,59,114,2,87.0,74.0
17,103,レティ・ホワイトロック,604,94,136,3,100.0,99.0
17,104,黒谷 ヤマメ,581,63,134,4,102.0,87.0
17,105,爾子田里乃,576,25,84,0,109.0,95.0
17,106,玉造 魅須丸,556,28,144,3,,
17,107,綿月 豊姫,546,35,103,2,114.0,108.0
17,108,清蘭,521,43,116,2,95.0,98.0
17,109,易者,518,28,126,2,92.0,73.0
17,110,ルナチャイルド,490,32,87,0,99.0,97.0
17,111,メルラン・プリズムリバー,481,46,99,1,111.0,109.0
17,112,雲居 一輪,479,57,85,1,105.0,100.0
17,113,幻月,478,43,95,3,104.0,103.0
17,114,スターサファイア,473,45,92,3,101.0,102.0
17,115,九十九 弁々,457,44,99,5,106.0,101.0
17,116,アリスの人形（上海、蓬莱、大江戸 他）,401,14,80,2,117.0,112.0
17,117,リリカ・プリズムリバー,397,27,77,2,112.0,106.0
17,118,名無しの本読み妖怪,360,38,75,1,115.0,110.0
17,119,山城 たかね,356,15,66,9,,
17,120,サニーミルク,345,26,72,1,103.0,104.0
17,121,エタニティラルバ,340,16,85,4,107.0,93.0
17,122,鈴瑚,339,23,73,0,112.0,105.0
17,123,レイセン,317,31,49,4,121.0,118.0
17,124,九十九 八橋,310,24,70,5,123.0,107.0
17,125,矢田寺成美,297,12,65,2,110.0,96.0
17,126,カナ・アナベラル,290,23,56,7,118.0,112.0
17,127,夢月,251,8,51,0,119.0,117.0
17,128,蓬莱人形ジャケットイラストの娘,243,26,54,2,119.0,114.0
17,129,夢子,221,14,26,3,128.0,119.0
17,130,抗鬱薬おじさん,216,9,53,0,127.0,120.0
17,131,くるみ,205,9,39,2,130.0,122.0
17,132,魂魄 妖忌,201,6,51,0,138.0,133.0
17,133,サリエル,199,15,44,0,124.0,116.0
17,134,坂田ネムノ,192,16,40,3,131.0,111.0
17,135,北白河 ちゆり,180,10,36,1,129.0,123.0
17,136,牛崎 潤美,179,11,33,1,121.0,
17,137,キスメ,178,18,44,0,126.0,115.0
17,138,駒草 山如,171,10,34,1,,
17,139,雲山,163,11,39,0,134.0,132.0
17,139,毛玉,163,12,33,1,136.0,137.0
17,141,エレン,157,12,39,1,133.0,121.0
17,142,コンガラ,156,13,34,0,136.0,127.0
17,143,戎 瓔花,149,16,30,2,125.0,
17,144,エリス,141,10,24,0,134.0,124.0
17,145,マイ,139,9,37,1,132.0,126.0
17,146,エリー,132,11,28,3,139.0,131.0
17,146,ユキ,132,18,33,1,141.0,124.0
17,148,カワウソ霊,130,6,47,1,116.0,
17,149,影華扇（断善修悪の怪腕 - 茨木童子の腕）,125,1,26,1,139.0,
17,150,大ナマズ,123,10,38,0,144.0,140.0
17,151,るーこと,117,7,36,0,143.0,135.0
17,152,UFO（赤・青・緑、その他）,104,2,43,1,149.0,145.0
17,153,小兎姫,100,13,21,2,145.0,128.0
17,154,蓬莱人形レーベルイラストの娘,91,4,24,1,142.0,129.0
17,155,里香,87,12,20,9,145.0,129.0
17,156,旧作名無し中ボス,82,9,18,2,157.0,148.0
17,157,明羅,80,7,22,0,151.0,134.0
17,158,レイラ・プリズムリバー,79,3,14,2,152.0,136.0
17,159,妖精（メイド妖精・ひまわり妖精 他）,73,3,22,5,148.0,141.0
17,160,玄爺,66,4,16,0,164.0,154.0
17,161,朝倉 理香子,65,8,12,1,157.0,144.0
17,162,ユウゲンマガン,64,6,14,1,154.0,137.0
17,162,核熱造神ヒソウテンソク,64,0,14,0,150.0,149.0
17,164,嫦娥,62,1,21,0,161.0,149.0
17,165,ルイズ,61,4,11,1,154.0,142.0
17,166,シンギョク,59,6,21,0,159.0,143.0
17,166,オレンジ,59,8,13,1,156.0,139.0
17,168,ツチノコ,58,0,14,0,170.0,155.0
17,169,ミミちゃん,53,1,11,0,167.0,147.0
17,170,なめえもん,52,4,15,0,162.0,145.0
17,171,チュパカブラ,49,4,9,0,163.0,156.0
17,172,オオワシ霊,47,5,22,0,153.0,
17,173,カラス（地獄鴉、紫・文の使い魔 他）,46,6,9,0,183.0,163.0
17,174,サラ,44,2,9,1,165.0,152.0
17,175,キクリ,43,8,14,0,159.0,152.0
17,176,オオカミ霊,39,2,12,0,145.0,
17,176,華扇の動物（久米、竿打、雷獣、彭祖、人面犬 他）,39,0,11,0,171.0,171.0
17,178,龍（子龍、邪龍 他）,34,1,11,0,172.0,156.0
17,179,兎（玉兎、永遠亭の妖怪兎 他）,33,1,9,0,169.0,161.0
17,179,河童（山童含む）,33,2,4,0,168.0,159.0
17,179,里の人間（文花帖、求聞史紀、鈴奈庵などで登場した人間）,33,2,15,0,173.0,168.0
17,182,酒虫,28,0,10,0,178.0,162.0
17,182,狐（妖怪狐、狐の子他）,28,0,8,0,166.0,156.0
17,184,都市伝説の怪異（お菊さん、八尺さま 他）,27,1,12,0,174.0,149.0
17,185,ホフゴブリン,24,2,6,0,177.0,166.0
17,186,ケセランパサラン,23,1,7,0,180.0,167.0
17,187,岩笠,21,2,7,0,178.0,164.0
17,188,天狗（香霖堂の天狗、大天狗 他）,18,0,0,0,180.0,164.0
17,189,命蓮,16,1,3,0,182.0,169.0
17,189,万歳楽,16,0,3,0,175.0,169.0
17,191,木花咲耶姫,15,0,4,0,188.0,174.0
17,192,神降ろしの神霊（天照、伊豆能売 他）,14,0,2,0,183.0,177.0
17,193,幽霊（怨霊、神霊、化け化け含む）,13,0,4,0,185.0,181.0
17,194,月の都の門番,12,0,4,0,191.0,177.0
17,194,運松,12,0,7,0,187.0,174.0
17,194,塩屋敷の旦那,12,2,5,0,191.0,184.0
17,197,ウワバミ,11,0,0,0,175.0,159.0
17,198,毘沙門天,9,1,0,0,191.0,183.0
17,198,仙台四郎（福の神）,9,0,4,0,188.0,171.0
17,198,ヤマネ,9,0,2,0,196.0,176.0
17,198,小鈴の両親,9,0,2,0,190.0,181.0
17,202,狸（化け狸、野鉄砲他）,8,0,0,0,185.0,179.0
17,203,座敷童,7,0,2,0,196.0,179.0
17,204,水江浦島子,6,0,0,0,198.0,173.0
17,205,煙々羅,4,0,2,0,195.0,185.0
17,206,沓頬,2,0,0,0,191.0,185.0
18,1,フランドール・スカーレット,16723,3730,3633,19,5.0,5.0
18,2,霧雨 魔理沙,16578,3267,3160,25,2.0,4.0
18,3,博麗 霊夢,15679,2913,2952,33,3.0,2.0
18,4,魂魄 妖夢,15323,3791,2883,29,1.0,1.0
18,5,十六夜 咲夜,13787,2493,2591,9,6.0,7.0
18,6,古明地 こいし,13150,2473,2453,48,4.0,3.0
18,7,レミリア・スカーレット,12981,2215,2429,8,7.0,6.0
18,8,藤原 妹紅,8728,1462,1542,13,8.0,9.0
18,9,古明地 さとり,7600,974,1310,6,9.0,8.0
18,10,西行寺 幽々子,6960,986,1257,7,10.0,13.0
18,11,アリス・マーガトロイド,6909,1036,1155,18,12.0,11.0
18,12,射命丸 文,6607,965,1065,9,11.0,10.0
18,13,鈴仙・優曇華院・イナバ,6575,843,1133,10,14.0,14.0
18,14,東風谷 早苗,6185,950,1046,10,13.0,12.0
18,15,チルノ,5850,900,1284,14,18.0,24.0
18,16,八雲 紫,5342,643,918,7,16.0,15.0
18,17,ルーミア,5293,772,1142,8,21.0,23.0
18,18,比那名居 天子,5200,785,852,7,15.0,16.0
18,19,パチュリー・ノーレッジ,5194,688,815,2,19.0,18.0
18,20,洩矢 諏訪子,5013,752,872,5,22.0,21.0
18,21,秦 こころ,4966,679,912,3,17.0,17.0
18,22,紅 美鈴,4550,640,830,5,25.0,25.0
18,23,四季映姫・ヤマザナドゥ,4417,577,744,4,23.0,19.0
18,24,犬走 椛,4129,616,787,5,27.0,22.0
18,25,多々良 小傘,4095,568,738,9,20.0,20.0
18,26,風見 幽香,4058,496,617,3,24.0,28.0
18,27,豊聡耳 神子,3650,574,696,3,26.0,29.0
18,28,純狐,3522,415,594,6,28.0,26.0
18,29,ヘカーティア・ラピスラズリ,3425,328,646,2,34.0,42.0
18,30,依神紫苑,3412,383,583,7,30.0,30.0
18,31,伊吹 萃香,3326,430,546,5,31.0,31.0
18,32,鬼人 正邪,3285,575,628,6,29.0,32.0
18,33,稀神 サグメ,3268,369,585,3,33.0,40.0
18,34,八雲 藍,3212,353,579,5,37.0,37.0
18,35,河城 にとり,3107,416,514,3,36.0,33.0
18,36,霊烏路 空,3077,438,532,6,39.0,38.0
18,37,物部 布都,3071,409,573,6,32.0,39.0
18,38,水橋 パルスィ,3058,426,576,6,41.0,34.0
18,39,茨木 華扇,2863,290,471,11,40.0,35.0
18,40,蓬莱山 輝夜,2692,294,422,5,35.0,41.0
18,41,宇佐見 蓮子,2611,319,378,8,38.0,27.0
18,42,鍵山 雛,2552,344,500,5,45.0,50.0
18,43,摩多羅隠岐奈,2493,255,470,6,42.0,43.0
18,44,封獣 ぬえ,2215,228,348,6,43.0,45.0
18,45,火焔猫 燐,2051,205,307,12,49.0,47.0
18,46,八意 永琳,2011,139,404,2,48.0,58.0
18,47,聖 白蓮,1994,188,320,0,47.0,44.0
18,48,クラウンピース,1989,170,340,2,52.0,48.0
18,49,ナズーリン,1949,254,345,5,63.0,53.0
18,50,ドレミー・スイート,1902,181,340,5,50.0,51.0
18,51,埴安神 袿姫,1890,178,338,6,46.0,36.0
18,52,天弓 千亦,1887,149,403,8,44.0,
18,53,饕餮尤魔,1854,143,342,7,,
18,54,小悪魔,1831,127,353,7,67.0,71.0
18,55,上白沢 慧音,1812,182,304,2,53.0,57.0
18,56,橙,1780,198,365,9,61.0,61.0
18,57,菅牧 典,1778,104,324,4,55.0,
18,58,霍 青娥,1767,185,308,3,59.0,59.0
18,59,村紗 水蜜,1714,217,306,3,51.0,70.0
18,60,マエリベリー・ハーン,1668,93,272,10,54.0,49.0
18,61,飯綱丸 龍,1610,117,315,4,57.0,
18,62,永江 衣玖,1593,156,304,4,76.0,63.0
18,63,庭渡 久侘歌,1588,158,323,4,68.0,56.0
18,64,吉弔 八千慧,1518,109,275,1,58.0,46.0
18,65,宇佐見 菫子,1506,151,265,3,56.0,62.0
18,66,大妖精,1464,114,285,10,60.0,54.0
18,67,因幡 てゐ,1452,125,236,2,64.0,74.0
18,68,依神女苑,1438,149,241,4,80.0,55.0
18,69,ミスティア・ローレライ,1401,180,245,10,71.0,64.0
18,70,今泉 影狼,1399,128,238,4,66.0,52.0
18,71,赤蛮奇,1385,148,258,4,64.0,69.0
18,72,星熊 勇儀,1366,120,284,3,69.0,77.0
18,73,蘇我 屠自古,1286,136,239,5,74.0,66.0
18,74,森近 霖之助,1278,110,263,5,79.0,75.0
18,75,魅魔,1266,126,305,6,82.0,81.0
18,76,本居 小鈴,1262,106,229,3,69.0,60.0
18,77,小野塚 小町,1259,99,227,4,72.0,65.0
18,78,二ッ岩 マミゾウ,1238,130,206,3,81.0,79.0
18,79,八坂 神奈子,1222,123,221,4,78.0,78.0
18,80,姫海棠 はたて,1201,94,210,4,74.0,73.0
18,81,リグル・ナイトバグ,1164,214,246,7,85.0,94.0
18,82,少名 針妙丸,1099,121,186,4,73.0,67.0
18,83,姫虫 百々世,1040,76,228,0,62.0,
18,84,ルナサ・プリズムリバー,1038,121,189,4,84.0,84.0
18,85,メディスン・メランコリー,1029,96,201,0,95.0,86.0
18,86,宮古 芳香,1001,96,207,2,87.0,89.0
18,87,稗田 阿求,960,81,158,4,83.0,72.0
18,88,堀川 雷鼓,951,93,182,1,86.0,80.0
18,89,秋 静葉,934,90,186,7,93.0,96.0
18,90,神綺,921,55,166,3,98.0,88.0
18,91,綿月 依姫,898,73,166,1,90.0,98.0
18,92,秋 穣子,871,81,169,5,94.0,97.0
18,93,驪駒 早鬼,870,43,163,2,88.0,76.0
18,94,杖刀偶 磨弓,865,77,161,5,77.0,68.0
18,95,高麗野あうん,823,64,190,1,96.0,83.0
18,96,リリーホワイト,816,90,151,4,91.0,82.0
18,97,わかさぎ姫,798,75,171,1,97.0,89.0
18,98,寅丸 星,776,86,140,3,99.0,85.0
18,99,奥野田 美宵,739,41,173,2,92.0,93.0
18,100,岡崎 夢美,735,54,123,8,101.0,91.0
18,101,レティ・ホワイトロック,691,86,151,2,103.0,100.0
18,102,黒谷 ヤマメ,669,75,137,5,104.0,102.0
18,103,丁礼田舞,656,38,129,1,100.0,108.0
18,104,易者,628,30,156,3,109.0,92.0
18,105,幽谷 響子,620,53,120,1,102.0,87.0
18,106,豪徳寺 ミケ,619,27,123,0,89.0,
18,107,爾子田里乃,564,32,101,0,105.0,109.0
18,108,綿月 豊姫,561,34,112,0,107.0,114.0
18,109,メルラン・プリズムリバー,535,63,90,0,111.0,111.0
18,110,ルナチャイルド,519,32,97,2,110.0,99.0
18,111,スターサファイア,513,38,93,5,114.0,101.0
18,112,エタニティラルバ,499,34,114,2,121.0,107.0
18,113,幻月,490,44,98,2,113.0,104.0
18,114,雲居 一輪,485,59,82,3,112.0,105.0
18,115,アリスの人形（上海、蓬莱、大江戸 他）,474,13,117,0,116.0,117.0
18,116,清蘭,448,32,83,3,108.0,95.0
18,117,九十九 弁々,446,32,96,3,115.0,106.0
18,118,名無しの本読み妖怪,444,37,104,2,118.0,115.0
18,119,リリカ・プリズムリバー,437,33,67,1,117.0,112.0
18,120,鈴瑚,418,37,77,0,122.0,112.0
18,121,サニーミルク,415,34,68,4,120.0,103.0
18,122,山城 たかね,374,21,81,6,119.0,
18,123,玉造 魅須丸,363,16,70,1,106.0,
18,124,矢田寺成美,345,19,81,5,125.0,110.0
18,125,蓬莱人形ジャケットイラストの娘,329,32,58,2,128.0,119.0
18,125,レイセン,329,21,67,1,123.0,121.0
18,127,カナ・アナベラル,326,33,69,4,126.0,118.0
18,128,夢月,299,10,70,0,127.0,119.0
18,129,サリエル,293,32,55,6,133.0,124.0
18,130,九十九 八橋,283,28,64,5,124.0,123.0
18,131,キスメ,280,29,58,0,137.0,126.0
18,132,夢子,272,15,47,1,129.0,128.0
18,133,抗鬱薬おじさん,265,6,51,0,130.0,127.0
18,134,戎 瓔花,259,22,70,2,143.0,125.0
18,135,くるみ,231,18,38,1,131.0,130.0
18,136,魂魄 妖忌,222,7,61,0,132.0,138.0
18,137,ルイズ,221,24,33,1,165.0,154.0
18,138,宮出口瑞霊,219,7,63,2,,
18,139,北白河 ちゆり,207,18,38,5,135.0,129.0
18,140,牛崎 潤美,193,13,44,0,136.0,121.0
18,141,小兎姫,182,22,43,0,153.0,145.0
18,142,坂田ネムノ,180,12,32,0,134.0,131.0
18,143,駒草 山如,174,10,37,1,138.0,
18,144,コンガラ,163,12,36,5,142.0,136.0
18,145,毛玉,162,7,35,1,139.0,136.0
18,146,雲山,156,10,39,0,139.0,134.0
18,147,マイ,155,9,29,0,145.0,132.0
18,148,カワウソ霊,152,6,49,0,148.0,116.0
18,148,エリス,152,8,34,0,144.0,134.0
18,150,エレン,151,14,27,3,141.0,133.0
18,151,エリー,150,6,32,0,146.0,139.0
18,152,影華扇（断善修悪の怪腕 - 茨木童子の腕）,139,2,32,2,149.0,139.0
18,153,ユキ,137,13,34,0,146.0,141.0
18,154,大ナマズ,135,11,30,0,150.0,144.0
18,155,るーこと,133,13,35,0,151.0,143.0
18,156,里香,125,10,37,9,155.0,145.0
18,157,蓬莱人形レーベルイラストの娘,124,2,26,1,154.0,142.0
18,158,レイラ・プリズムリバー,123,9,21,1,158.0,152.0
18,159,明羅,109,10,27,3,157.0,151.0
18,160,朝倉 理香子,101,10,27,1,161.0,157.0
18,161,核熱造神ヒソウテンソク,96,7,18,0,162.0,150.0
18,162,UFO（赤・青・緑、その他）,94,3,29,0,152.0,149.0
18,163,なめえもん,91,5,29,0,170.0,162.0
18,163,旧作名無し中ボス,91,11,18,0,156.0,157.0
18,165,ユウゲンマガン,85,7,18,1,162.0,154.0
18,166,シンギョク,78,11,14,0,166.0,159.0
18,166,ツチノコ,78,2,23,0,168.0,170.0
18,168,玄爺,77,4,20,0,160.0,164.0
18,169,カラス（地獄鴉、紫・文の使い魔 他）,76,6,15,0,173.0,183.0
18,170,ヤマネ,69,28,7,0,198.0,196.0
18,171,ミミちゃん,67,5,16,0,169.0,167.0
18,172,嫦娥,66,0,29,1,164.0,161.0
18,173,オレンジ,62,6,12,0,166.0,156.0
18,174,都市伝説の怪異（お菊さん、八尺さま 他）,61,1,19,0,184.0,174.0
18,175,妖精（メイド妖精・ひまわり妖精 他）,57,3,16,0,159.0,148.0
18,176,キクリ,53,7,15,1,175.0,159.0
18,177,オオカミ霊,50,6,13,0,176.0,145.0
18,178,華扇の動物（久米、竿打、雷獣、彭祖、人面犬 他）,49,2,11,2,176.0,171.0
18,179,チュパカブラ,47,2,10,0,171.0,163.0
18,180,河童（山童含む）,42,1,8,0,179.0,168.0
18,181,サラ,41,4,10,0,174.0,165.0
18,181,兎（玉兎、永遠亭の妖怪兎 他）,41,0,15,1,179.0,169.0
18,183,オオワシ霊,40,1,12,0,172.0,153.0
18,183,里の人間（文花帖、求聞史紀、鈴奈庵などで登場した人間）,40,2,12,0,179.0,173.0
18,185,龍（子龍、邪龍 他）,36,0,10,0,178.0,172.0
18,186,ケセランパサラン,34,0,3,0,186.0,180.0
18,187,岩笠,29,3,7,0,187.0,178.0
18,187,狐（妖怪狐、狐の子他）,29,0,3,1,182.0,166.0
18,189,酒虫,27,1,9,0,182.0,178.0
18,190,万歳楽,26,2,5,0,189.0,175.0
18,191,ホフゴブリン,25,1,8,0,185.0,177.0
18,191,天狗（香霖堂の天狗、大天狗 他）,25,2,3,0,188.0,180.0
18,193,命蓮,21,0,5,0,189.0,182.0
18,194,神降ろしの神霊（天照、伊豆能売 他）,20,1,3,0,192.0,183.0
18,195,毘沙門天,18,2,4,0,198.0,191.0
18,195,木花咲耶姫,18,0,5,0,191.0,188.0
18,197,仙台四郎（福の神）,17,0,5,0,198.0,188.0
18,198,ウワバミ,15,0,2,0,197.0,175.0
18,198,狸（化け狸、野鉄砲他）,15,0,4,0,202.0,185.0
18,200,幽霊（怨霊、神霊、化け化け含む）,13,1,4,0,193.0,185.0
18,201,塩屋敷の旦那,12,1,2,0,194.0,191.0
18,202,月の都の門番,10,2,1,0,194.0,191.0
18,202,沓頬,10,2,1,0,206.0,191.0
18,204,運松,9,1,2,0,194.0,187.0
18,205,小鈴の両親,8,0,1,0,198.0,190.0
18,206,水江浦島子,7,0,2,0,204.0,198.0
18,207,煙々羅,6,0,1,0,205.0,195.0
18,208,座敷童,5,0,3,0,203.0,196.0
19,1,霧雨 魔理沙,17612,3494,3721,43,2.0,2.0
19,2,博麗 霊夢,16497,3066,3357,44,3.0,3.0
19,3,フランドール・スカーレット,16343,3872,3700,27,1.0,5.0
19,4,古明地 こいし,14150,2801,3007,42,6.0,4.0
19,5,魂魄 妖夢,13751,3189,2820,19,4.0,1.0
19,6,十六夜 咲夜,13173,2407,2825,38,5.0,6.0
19,7,レミリア・スカーレット,12575,2104,2750,17,7.0,7.0
19,8,藤原 妹紅,8748,1532,1730,11,8.0,8.0
19,9,古明地 さとり,8629,1136,1666,12,9.0,9.0
19,10,西行寺 幽々子,7224,1025,1442,8,10.0,10.0
19,11,アリス・マーガトロイド,6774,1019,1179,11,11.0,12.0
19,12,東風谷 早苗,6535,1025,1223,5,14.0,13.0
19,13,射命丸 文,6429,995,1131,19,12.0,11.0
19,14,鈴仙・優曇華院・イナバ,6194,769,1186,7,13.0,14.0
19,15,チルノ,5981,971,1520,26,15.0,18.0
19,16,八雲 紫,5552,692,1088,6,16.0,16.0
19,17,比那名居 天子,5139,803,918,17,18.0,15.0
19,18,パチュリー・ノーレッジ,5061,664,916,5,19.0,19.0
19,19,ルーミア,4933,738,1195,25,17.0,21.0
19,20,洩矢 諏訪子,4749,706,995,11,20.0,22.0
19,21,秦 こころ,4660,675,904,3,21.0,17.0
19,22,多々良 小傘,4403,605,842,16,25.0,20.0
19,23,紅 美鈴,4335,576,924,11,22.0,25.0
19,24,八雲 藍,4064,529,830,10,34.0,37.0
19,25,四季映姫・ヤマザナドゥ,3815,479,728,11,23.0,23.0
19,26,風見 幽香,3813,486,734,9,26.0,24.0
19,27,犬走 椛,3517,521,717,11,24.0,27.0
19,28,純狐,3483,411,721,11,28.0,28.0
19,29,饕餮尤魔,3466,322,780,15,53.0,
19,30,伊吹 萃香,3451,427,650,6,31.0,31.0
19,31,豊聡耳 神子,3257,530,644,6,27.0,26.0
19,32,依神紫苑,3175,381,657,3,30.0,30.0
19,33,霊烏路 空,3162,453,597,6,36.0,39.0
19,34,蓬莱山 輝夜,2966,335,512,4,40.0,35.0
19,35,鬼人 正邪,2953,457,614,5,32.0,29.0
19,36,稀神 サグメ,2920,359,532,2,33.0,33.0
19,37,水橋 パルスィ,2844,430,569,9,38.0,41.0
19,38,ヘカーティア・ラピスラズリ,2830,298,595,4,29.0,34.0
19,39,物部 布都,2763,366,571,9,37.0,32.0
19,40,河城 にとり,2630,363,482,5,35.0,36.0
19,41,火焔猫 燐,2615,241,533,9,45.0,49.0
19,41,宇佐見 蓮子,2615,298,447,6,41.0,38.0
19,43,茨木 華扇,2462,247,433,12,39.0,40.0
